0.0,-0.00790653882,-1.92598489e-08,6.28318511,0.0,0.11760052071,3.0,2.0,2.0
0.032,-0.0158211791,-1.22018255e-08,6.2831849,0.0,-1.13903650129,3.0,2.0,2.0
0.064,-0.0202282188,-8.66542859e-07,0.00309147624,0.0,-1.13903645929,3.0,2.0,2.0
0.096,-0.0234597535,1.17006936e-05,6.25714372,0.0,0.116982225462,3.0,2.0,2.0
0.128,-0.0256873196,4.91460684e-05,6.22709821,0.0,-1.13382822329,3.0,2.0,2.0
0.16,-0.0267893466,6.69088669e-05,6.23007092,0.0,-1.12781912129,3.0,2.0,2.0
0.192,-0.0268378645,0.000134642248,6.20105668,0.0,-1.12841366329,3.0,2.0,2.0
0.224,-0.025925932,7.78985536e-05,6.17129647,0.0,-1.12261081529,3.0,2.0,2.0
0.256,-0.0239547389,-0.000125665954,6.14151707,0.0,-1.11665877329,3.0,2.0,2.0
0.288,-0.0208906086,-0.000543469545,6.1118913,0.0,-1.11070289329,3.0,2.0,2.0
0.32,-0.0166823828,-0.00125409619,6.08242529,0.0,-1.10477773929,3.0,2.0,2.0
0.352,-0.0144655693,-0.000399948843,6.07491494,0.0,-1.09888453729,3.0,2.0,2.0
0.384,-0.0146231967,-0.000301967957,6.04663125,0.0,-1.09738246729,3.0,2.0,2.0
0.416,-0.0148194877,-0.000272996435,6.01846925,0.0,-1.09172572929,3.0,2.0,2.0
0.448,-0.014984541,-0.000251172815,5.99034131,0.0,-1.08609332929,3.0,2.0,2.0
0.48,-0.0151038626,-0.000234219239,5.96235301,0.0,-1.08046774129,3.0,2.0,2.0
0.512,-0.0151958917,-0.000221370096,5.93449662,0.0,-1.07487008129,3.0,2.0,2.0
0.544,-0.0152786401,-0.000211414145,5.90671301,0.0,-1.06929880329,3.0,2.0,2.0
0.576,-0.0154497082,-0.000161180513,5.87835801,0.0,-1.06374208129,3.0,2.0,2.0
0.608,-0.0156154689,-0.000106341896,5.85014648,0.0,-1.05807108129,3.0,2.0,2.0
0.64,-0.0157710913,-4.87849677e-05,5.8220817,0.0,-1.05242877529,3.0,2.0,2.0
0.672,-0.0159171382,1.1104451e-05,5.79416722,0.0,-1.04681581929,3.0,2.0,2.0
0.704,-0.0160549132,7.32880253e-05,5.76640264,0.0,-1.04123292329,3.0,2.0,2.0
0.736,-0.0161856297,0.000137805217,5.73878732,0.0,-1.03568000729,3.0,2.0,2.0
0.768,-0.0163102875,0.000204709437,5.71132054,0.0,-1.03015694329,3.0,2.0,2.0
0.8,-0.0163902756,0.000249548634,5.68426909,0.0,-1.02466358729,3.0,2.0,2.0
0.832,-0.0163816257,0.00023875815,5.65771101,0.0,-1.01925329729,3.0,2.0,2.0
0.864,-0.0162823462,0.000166617876,5.63068486,0.0,-1.01394168129,3.0,2.0,2.0
0.896,-0.0161778893,8.55376165e-05,5.60380203,0.0,-1.00853645129,3.0,2.0,2.0
0.928,-0.0160753022,1.47647502e-06,5.57706087,0.0,-1.00315988529,3.0,2.0,2.0
