0.0,-0.00790653882,-1.92598489e-08,6.28318511,0.499999999995,-1.00923521511,3.0,2.0,2.0
0.032,-0.0158211791,-1.22018255e-08,6.2831849,0.499999999995,-1.1230165283,3.0,2.0,2.0
0.064,-0.0127595056,-1.47693464e-05,6.27366042,0.499999999996,-1.12800763,3.0,2.0,2.0
0.096,-0.0068917552,-0.000144883471,6.24485527,0.499999999996,-0.961151899652,3.0,2.0,2.0
0.128,-0.000203354666,-0.000511376225,6.21510596,0.499999999995,-0.873059498944,3.0,2.0,2.0
0.16,0.0072334098,-0.00112432412,6.18972592,0.499999999995,-0.807326992515,3.0,2.0,2.0
0.192,0.0152664266,-0.00197346423,6.1666684,0.499999999994,-0.748099601028,3.0,2.0,2.0
0.224,0.023756924,-0.00305037818,6.14534713,0.499999999994,-0.693940528951,3.0,2.0,2.0
0.256,0.0325753215,-0.00435270972,6.12559207,0.499999999993,-0.64386447988,3.0,2.0,2.0
0.288,0.0415994973,-0.00586334147,6.1072698,0.499999999993,-0.597471526302,3.0,2.0,2.0
0.32,0.04387979,-0.00621686,6.1072598,0.499999999992,-0.554881717384,3.0,2.0,2.0
0.352,0.05761724,-0.00869081,6.0941926,0.499999999992,-0.670829081171,3.0,2.0,2.0
0.384,0.07332439,-0.0116904,6.0795418,0.499999999991,-0.435141073171,3.0,2.0,2.0
0.416,0.08972729,-0.01509624,6.06184996,0.499999999989,-0.359955373286,3.0,2.0,2.0
0.448,0.10634629,-0.01886569,6.05058102,0.499999999987,-0.299397699463,3.0,2.0,2.0
0.48,0.12308062,-0.02285875,6.04131566,0.499999999985,-0.255500773119,3.0,2.0,2.0
0.512,0.13994862,-0.0270488,6.03360556,0.499999999982,-0.218548818193,3.0,2.0,2.0
0.544,0.15697738,-0.03141554,6.02702317,0.499999999979,-0.183860564474,3.0,2.0,2.0
0.576,0.17419562,-0.03594798,6.02138967,0.499999999975,-0.150532262267,3.0,2.0,2.0
0.608,0.19163518,-0.04063991,6.01664661,0.499999999971,-0.11806267028,3.0,2.0,2.0
0.64,0.20933209,-0.04548745,6.01275901,0.499999999966,-0.0861945703185,3.0,2.0,2.0
0.672,0.22732733,-0.05048861,6.00970484,0.49999999996,-0.0547333582921,3.0,2.0,2.0
0.704,0.24566764,-0.05564303,6.00746871,0.499999999953,-0.0234938861417,3.0,2.0,2.0
0.736,0.26440649,-0.06095206,6.0060402,0.499999999945,0.00771434647081,3.0,2.0,2.0
0.768,0.28360558,-0.06641866,6.00542142,0.499999999935,0.0391004116106,3.0,2.0,2.0
0.8,0.30333522,-0.07204742,6.00562264,0.499999999924,0.0708868057125,3.0,2.0,2.0
0.832,0.32367724,-0.07784449,6.00664872,0.49999999991,0.103302730673,3.0,2.0,2.0
0.864,0.34472634,-0.08381808,6.00851969,0.499999999893,0.136644381928,3.0,2.0,2.0
0.896,0.36659157,-0.08997849,6.01124069,0.499999999873,0.171234951569,3.0,2.0,2.0
0.928,0.38940479,-0.09633801,6.01483802,0.499999999848,0.207464948195,3.0,2.0,2.0
0.96,0.41332264,-0.10291161,6.01934359,0.499999999817,0.245853646508,3.0,2.0,2.0
